Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
6305528,United Coffee House,131,Faridabad,"Address 5527, Faridabad","Locality 27, Faridabad","Locality 27, Faridabad, India",65.827714,30.585104,"American, Desserts, Japanese",1255,Indian Rupees(Rs.),No,No,No,No,2,2.0,White,Poor,606,India
6305529,Embassy Restaurant,139,Gurgaon,"Address 5528, Gurgaon","Locality 28, Gurgaon","Locality 28, Gurgaon, India",82.525752,17.099177,"Thai, Continental",796,Indian Rupees(Rs.),Yes,No,No,Yes,2,1.8,White,Poor,719,India
6305530,Ruby Tuesday,181,Noida,"Address 5529, Noida","Locality 29, Noida","Locality 29, Noida, India",60.537177,27.122069,"Beverages, Fast Food, Gujarati",1576,Indian Rupees(Rs.),No,No,No,Yes,4,2.5,Red,Average,301,India
6305531,Indian Accent,174,Bangalore,"Address 5530, Bangalore","Locality 30, Bangalore","Locality 30, Bangalore, India",60.124892,13.377251,Desserts,1182,Indian Rupees(Rs.),Yes,No,Yes,No,2,2.5,Red,Average,287,India
6305532,Bukhara,30,Gurgaon,"Address 5531, Gurgaon","Locality 31, Gurgaon","Locality 31, Gurgaon, India",71.232195,21.16276,"Gujarati, Mediterranean",1974,Indian Rupees(Rs.),No,No,No,No,3,1.5,White,Poor,293,India
6305533,Domino's Pizza,57,Hyderabad,"Address 5532, Hyderabad","Locality 32, Hyderabad","Locality 32, Hyderabad, India",69.314694,19.785428,"Thai, Street Food",751,Indian Rupees(Rs.),No,Yes,Yes,No,4,2.0,White,Poor,114,India
6305534,Mainland China,146,Kanpur,"Address 5533, Kanpur","Locality 33, Kanpur","Locality 33, Kanpur, India",89.830336,28.228899,"Mughlai, Chinese, Gujarati",2266,Indian Rupees(Rs.),No,No,Yes,No,3,1.0,White,Poor,965,India
6305535,Ruby Tuesday,179,Hyderabad,"Address 5534, Hyderabad","Locality 34, Hyderabad","Locality 34, Hyderabad, India",62.532378,17.907209,Mughlai,2583,Indian Rupees(Rs.),No,No,No,No,1,2.4,White,Poor,555,India
6305536,Indian Accent,128,Lucknow,"Address 5535, Lucknow","Locality 35, Lucknow","Locality 35, Lucknow, India",76.633448,33.324378,"Bengali, Rajasthani, Gujarati",884,Indian Rupees(Rs.),No,Yes,Yes,No,2,4.2,Green,Very Good,85,India
6305537,Natural Ice Cream,48,New Delhi,"Address 5536, New Delhi","Locality 36, New Delhi","Locality 36, New Delhi, India",77.149226,28.292522,"Mughlai, Mexican",1386,Indian Rupees(Rs.),No,No,Yes,No,1,2.1,White,Poor,99,India
6305538,Giani's,194,Ahmedabad,"Address 5537, Ahmedabad","Locality 37, Ahmedabad","Locality 37, Ahmedabad, India",67.214714,8.567332,Continental,2927,Indian Rupees(Rs.),No,No,No,No,1,3.6,Orange,Good,772,India
6305539,Nirula's,136,Jaipur,"Address 5538, Jaipur","Locality 38, Jaipur","Locality 38, Jaipur, India",60.972606,11.942212,Rajasthani,1416,Indian Rupees(Rs.),No,Yes,No,No,2,1.4,White,Poor,199,India
6305540,Mother Dairy,22,Lucknow,"Address 5539, Lucknow","Locality 39, Lucknow","Locality 39, Lucknow, India",83.834781,26.889526,Street Food,938,Indian Rupees(Rs.),No,Yes,Yes,Yes,4,1.0,White,Poor,634,India
6305541,Costa Coffee,6,Gurgaon,"Address 5540, Gurgaon","Locality 40, Gurgaon","Locality 40, Gurgaon, India",74.613491,34.872099,"Street Food, Fast Food",1261,Indian Rupees(Rs.),Yes,Yes,Yes,No,1,3.0,Red,Average,541,India
6305542,Kake Di Hatti,204,Faridabad,"Address 5541, Faridabad","Locality 41, Faridabad","Locality 41, Faridabad, India",76.218771,22.426021,"Mexican, Continental, Bakery",912,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Red,Average,868,India
6305543,Embassy Restaurant,185,Faridabad,"Address 5542, Faridabad","Locality 42, Faridabad","Locality 42, Faridabad, India",64.054042,8.872117,"Thai, Desserts, Continental",2833,Indian Rupees(Rs.),Yes,Yes,No,No,2,1.8,White,Poor,611,India
6305544,Bukhara,104,Jaipur,"Address 5543, Jaipur","Locality 43, Jaipur","Locality 43, Jaipur, India",62.590881,23.035453,Chinese,1712,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.1,White,Poor,608,India
6305545,Kake Di Hatti,36,Bangalore,"Address 5544, Bangalore","Locality 44, Bangalore","Locality 44, Bangalore, India",74.241414,31.879796,"Mughlai, American, French",383,Indian Rupees(Rs.),No,Yes,No,No,1,1.1,White,Poor,874,India
6305546,Hard Rock Cafe,79,Hyderabad,"Address 5545, Hyderabad","Locality 45, Hyderabad","Locality 45, Hyderabad, India",65.524574,16.505665,South Indian,306,Indian Rupees(Rs.),No,No,Yes,No,1,4.2,Green,Very Good,512,India
6305547,Starbucks,116,Ghaziabad,"Address 5546, Ghaziabad","Locality 46, Ghaziabad","Locality 46, Ghaziabad, India",89.759247,17.742316,"Gujarati, South Indian, Japanese",1264,Indian Rupees(Rs.),Yes,Yes,Yes,No,2,2.2,White,Poor,756,India
6305548,Subway,57,Bangalore,"Address 5547, Bangalore","Locality 47, Bangalore","Locality 47, Bangalore, India",77.971192,8.123628,"Mexican, Gujarati, Fast Food",249,Indian Rupees(Rs.),Yes,No,Yes,No,3,1.9,White,Poor,139,India
6305549,Bikaner Sweets,49,Ahmedabad,"Address 5548, Ahmedabad","Locality 48, Ahmedabad","Locality 48, Ahmedabad, India",62.034792,31.835247,"Fast Food, Mughlai",1952,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.2,Green,Very Good,498,India
6305550,Embassy Restaurant,173,Jaipur,"Address 5549, Jaipur","Locality 49, Jaipur","Locality 49, Jaipur, India",84.537826,18.598176,"Mughlai, Japanese",1292,Indian Rupees(Rs.),No,Yes,No,No,3,1.2,White,Poor,289,India
6305551,Mainland China,82,Mumbai,"Address 5550, Mumbai","Locality 0, Mumbai","Locality 0, Mumbai, India",72.48979,19.04978,"Desserts, Japanese, Bengali",2900,Indian Rupees(Rs.),Yes,No,No,No,1,2.1,White,Poor,437,India
6305552,The Great Kebab Factory,66,Chennai,"Address 5551, Chennai","Locality 1, Chennai","Locality 1, Chennai, India",80.25064,30.77179,Italian,864,Indian Rupees(Rs.),Yes,No,No,No,3,2.1,White,Poor,745,India
6305553,Indian Accent,77,Bangalore,"Address 5552, Bangalore","Locality 2, Bangalore","Locality 2, Bangalore, India",80.930187,28.819035,"Thai, Gujarati",2500,Indian Rupees(Rs.),Yes,No,Yes,No,1,2.1,White,Poor,633,India
6305554,Dum Pukht,45,Kolkata,"Address 5553, Kolkata","Locality 3, Kolkata","Locality 3, Kolkata, India",74.131481,11.001086,Italian,1664,Indian Rupees(Rs.),No,No,No,No,4,1.0,White,Poor,529,India
6305555,Wenger's,79,Kanpur,"Address 5554, Kanpur","Locality 4, Kanpur","Locality 4, Kanpur, India",79.374332,31.452513,"American, Continental",2837,Indian Rupees(Rs.),No,No,Yes,No,1,4.7,Dark Green,Excellent,652,India
6305556,Paranthe Wali Gali,20,Bangalore,"Address 5555, Bangalore","Locality 5, Bangalore","Locality 5, Bangalore, India",80.483996,12.651052,"Chinese, Gujarati",732,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.5,Dark Green,Excellent,513,India
6305557,Natural Ice Cream,192,Ahmedabad,"Address 5556, Ahmedabad","Locality 6, Ahmedabad","Locality 6, Ahmedabad, India",73.84761,34.535018,"Mexican, American, Punjabi",2809,Indian Rupees(Rs.),No,Yes,No,No,4,2.7,Red,Average,184,India
6305558,Dunkin' Donuts,123,Kanpur,"Address 5557, Kanpur","Locality 7, Kanpur","Locality 7, Kanpur, India",64.866483,29.968479,Rajasthani,2657,Indian Rupees(Rs.),Yes,No,No,No,4,2.8,Red,Average,23,India
6305559,Bukhara,67,Ahmedabad,"Address 5558, Ahmedabad","Locality 8, Ahmedabad","Locality 8, Ahmedabad, India",66.359919,31.892726,"Street Food, Desserts",539,Indian Rupees(Rs.),No,No,No,No,3,3.1,Red,Average,519,India
6305560,Gulati,83,Kanpur,"Address 5559, Kanpur","Locality 9, Kanpur","Locality 9, Kanpur, India",87.795003,10.551131,Continental,546,Indian Rupees(Rs.),No,Yes,No,Yes,4,2.9,Red,Average,334,India
6305561,Subway,3,Lucknow,"Address 5560, Lucknow","Locality 10, Lucknow","Locality 10, Lucknow, India",88.959606,26.44114,"Mexican, Thai, Bakery",1035,Indian Rupees(Rs.),Yes,No,No,No,2,4.1,Green,Very Good,937,India
6305562,Pizza Hut,182,Jaipur,"Address 5561, Jaipur","Locality 11, Jaipur","Locality 11, Jaipur, India",76.984966,13.076899,Continental,1882,Indian Rupees(Rs.),Yes,Yes,No,No,1,3.0,Red,Average,492,India
6305563,Haldiram's,206,Ahmedabad,"Address 5562, Ahmedabad","Locality 12, Ahmedabad","Locality 12, Ahmedabad, India",82.511627,12.589772,"Bakery, Japanese, Bengali",2485,Indian Rupees(Rs.),No,Yes,No,No,1,1.8,White,Poor,565,India
6305564,Barista,64,Hyderabad,"Address 5563, Hyderabad","Locality 13, Hyderabad","Locality 13, Hyderabad, India",78.327827,13.952283,"Fast Food, French",1575,Indian Rupees(Rs.),Yes,No,No,No,1,1.5,White,Poor,744,India
6305565,Cafe Coffee Day,40,Gurgaon,"Address 5564, Gurgaon","Locality 14, Gurgaon","Locality 14, Gurgaon, India",82.143442,10.337985,Punjabi,1142,Indian Rupees(Rs.),No,Yes,No,Yes,1,4.7,Dark Green,Excellent,775,India
6305566,Kake Di Hatti,59,Ghaziabad,"Address 5565, Ghaziabad","Locality 15, Ghaziabad","Locality 15, Ghaziabad, India",76.17174,10.671207,"Japanese, Continental",2977,Indian Rupees(Rs.),No,No,No,No,4,1.2,White,Poor,462,India
6305567,Bengali Sweet House,183,Mumbai,"Address 5566, Mumbai","Locality 16, Mumbai","Locality 16, Mumbai, India",73.213139,19.555098,"Thai, South Indian",372,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,610,India
6305568,Nathu's Sweets,62,Hyderabad,"Address 5567, Hyderabad","Locality 17, Hyderabad","Locality 17, Hyderabad, India",70.794871,34.222309,North Indian,855,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Orange,Good,194,India
6305569,TGI Friday's,132,Kanpur,"Address 5568, Kanpur","Locality 18, Kanpur","Locality 18, Kanpur, India",86.176749,31.745435,"Gujarati, Bakery",1415,Indian Rupees(Rs.),No,No,No,No,3,2.6,Red,Average,253,India
6305570,Subway,60,Chennai,"Address 5569, Chennai","Locality 19, Chennai","Locality 19, Chennai, India",68.978252,25.231608,"American, Gujarati, South Indian",2327,Indian Rupees(Rs.),No,No,Yes,Yes,3,1.7,White,Poor,852,India
6305571,Karim's,116,Kolkata,"Address 5570, Kolkata","Locality 20, Kolkata","Locality 20, Kolkata, India",84.031854,17.660984,"Desserts, Mediterranean, Fast Food",911,Indian Rupees(Rs.),Yes,Yes,No,No,1,2.2,White,Poor,209,India
6305572,Nirula's,75,Kanpur,"Address 5571, Kanpur","Locality 21, Kanpur","Locality 21, Kanpur, India",83.856401,13.745637,"Punjabi, Beverages, Italian",1426,Indian Rupees(Rs.),No,No,No,Yes,2,3.1,Red,Average,74,India
6305573,Saravana Bhavan,122,Kolkata,"Address 5572, Kolkata","Locality 22, Kolkata","Locality 22, Kolkata, India",88.810441,19.628081,"South Indian, Punjabi",2957,Indian Rupees(Rs.),No,No,Yes,Yes,2,3.6,Orange,Good,437,India
6305574,Saravana Bhavan,107,Ahmedabad,"Address 5573, Ahmedabad","Locality 23, Ahmedabad","Locality 23, Ahmedabad, India",75.174694,18.151011,"Gujarati, Mexican, Continental",1834,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Orange,Good,517,India
6305575,Starbucks,96,Bangalore,"Address 5574, Bangalore","Locality 24, Bangalore","Locality 24, Bangalore, India",76.372708,30.18153,"Rajasthani, Thai",2408,Indian Rupees(Rs.),No,No,No,No,1,2.8,Red,Average,865,India
6305576,Le Cirque,91,Mumbai,"Address 5575, Mumbai","Locality 25, Mumbai","Locality 25, Mumbai, India",72.573513,19.049259,"Chinese, Desserts, Bakery",704,Indian Rupees(Rs.),Yes,Yes,Yes,No,4,2.5,Red,Average,357,India
6305577,Barbeque Nation,158,Chennai,"Address 5576, Chennai","Locality 26, Chennai","Locality 26, Chennai, India",82.315869,17.06424,Chinese,871,Indian Rupees(Rs.),No,Yes,Yes,No,3,4.1,Green,Very Good,676,India
6305578,Ruby Tuesday,130,Kanpur,"Address 5577, Kanpur","Locality 27, Kanpur","Locality 27, Kanpur, India",88.904766,25.488283,Thai,574,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,812,India
6305579,Saravana Bhavan,62,Hyderabad,"Address 5578, Hyderabad","Locality 28, Hyderabad","Locality 28, Hyderabad, India",78.586339,27.109535,"Thai, Desserts",1879,Indian Rupees(Rs.),No,Yes,No,No,4,4.7,Dark Green,Excellent,366,India
6305580,Kake Di Hatti,49,Bangalore,"Address 5579, Bangalore","Locality 29, Bangalore","Locality 29, Bangalore, India",71.021474,20.827332,Street Food,299,Indian Rupees(Rs.),No,No,No,Yes,4,3.2,Red,Average,122,India
6305581,Indian Accent,137,Ahmedabad,"Address 5580, Ahmedabad","Locality 30, Ahmedabad","Locality 30, Ahmedabad, India",66.615493,13.797751,Continental,1379,Indian Rupees(Rs.),Yes,No,No,No,2,1.3,White,Poor,651,India
6305582,Subway,92,Bangalore,"Address 5581, Bangalore","Locality 31, Bangalore","Locality 31, Bangalore, India",74.909035,14.996309,"Japanese, Mediterranean, North Indian",2749,Indian Rupees(Rs.),No,Yes,No,Yes,3,1.3,White,Poor,448,India
6305583,Bikaner Sweets,159,Ahmedabad,"Address 5582, Ahmedabad","Locality 32, Ahmedabad","Locality 32, Ahmedabad, India",60.245364,31.078472,Mediterranean,736,Indian Rupees(Rs.),No,No,Yes,No,1,2.6,Red,Average,149,India
6305584,TGI Friday's,124,Noida,"Address 5583, Noida","Locality 33, Noida","Locality 33, Noida, India",61.323787,18.303461,"Mexican, Rajasthani, French",1264,Indian Rupees(Rs.),No,No,No,Yes,1,3.9,Orange,Good,388,India
6305585,Pizza Hut,61,Gurgaon,"Address 5584, Gurgaon","Locality 34, Gurgaon","Locality 34, Gurgaon, India",60.855772,21.971164,"Gujarati, Mughlai, Japanese",2876,Indian Rupees(Rs.),No,No,No,Yes,1,3.0,Red,Average,345,India
6305586,Wenger's,207,Jaipur,"Address 5585, Jaipur","Locality 35, Jaipur","Locality 35, Jaipur, India",87.80743,32.738714,Desserts,560,Indian Rupees(Rs.),No,Yes,Yes,Yes,3,3.5,Orange,Good,489,India
6305587,Moti Mahal,48,Kolkata,"Address 5586, Kolkata","Locality 36, Kolkata","Locality 36, Kolkata, India",69.045822,25.830144,Mexican,2976,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,547,India
6305588,Amul,153,Ahmedabad,"Address 5587, Ahmedabad","Locality 37, Ahmedabad","Locality 37, Ahmedabad, India",61.542757,33.749441,Desserts,1347,Indian Rupees(Rs.),No,No,No,No,4,1.2,White,Poor,803,India
6305589,Starbucks,164,Mumbai,"Address 5588, Mumbai","Locality 38, Mumbai","Locality 38, Mumbai, India",72.797615,18.848472,"North Indian, Continental",444,Indian Rupees(Rs.),No,No,Yes,No,1,4.7,Dark Green,Excellent,35,India
6305590,Giani's,136,Kanpur,"Address 5589, Kanpur","Locality 39, Kanpur","Locality 39, Kanpur, India",74.740596,33.62221,"Continental, Mediterranean, Gujarati",2627,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.3,White,Poor,167,India
6305591,Hard Rock Cafe,201,Ghaziabad,"Address 5590, Ghaziabad","Locality 40, Ghaziabad","Locality 40, Ghaziabad, India",79.144189,14.058247,Mediterranean,1400,Indian Rupees(Rs.),No,No,No,Yes,4,1.2,White,Poor,801,India
6305592,Ruby Tuesday,58,Jaipur,"Address 5591, Jaipur","Locality 41, Jaipur","Locality 41, Jaipur, India",77.600845,11.057239,"French, Italian, North Indian",2667,Indian Rupees(Rs.),No,No,Yes,Yes,4,4.3,Green,Very Good,77,India
6305593,Embassy Restaurant,101,Noida,"Address 5592, Noida","Locality 42, Noida","Locality 42, Noida, India",73.810971,18.386832,"French, Japanese, Fast Food",1891,Indian Rupees(Rs.),No,Yes,No,No,2,4.7,Dark Green,Excellent,836,India
6305594,Amul,112,New Delhi,"Address 5593, New Delhi","Locality 43, New Delhi","Locality 43, New Delhi, India",76.837451,28.413176,"Gujarati, Mediterranean, Beverages",2674,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,377,India
6305595,Gloria Jean's,173,Pune,"Address 5594, Pune","Locality 44, Pune","Locality 44, Pune, India",67.086615,11.241111,"Chinese, Continental",304,Indian Rupees(Rs.),No,Yes,Yes,No,3,4.2,Green,Very Good,428,India
6305596,Cafe Coffee Day,62,Kolkata,"Address 5595, Kolkata","Locality 45, Kolkata","Locality 45, Kolkata, India",69.673726,10.671355,"Mughlai, Desserts, Chinese",2316,Indian Rupees(Rs.),Yes,Yes,Yes,No,2,4.5,Dark Green,Excellent,744,India
6305597,Barista,39,Mumbai,"Address 5596, Mumbai","Locality 46, Mumbai","Locality 46, Mumbai, India",72.963898,19.278286,"French, North Indian",2585,Indian Rupees(Rs.),No,Yes,Yes,No,4,3.1,Red,Average,307,India
6305598,The Great Kebab Factory,58,Hyderabad,"Address 5597, Hyderabad","Locality 47, Hyderabad","Locality 47, Hyderabad, India",60.497924,32.133589,"Mediterranean, Continental, Rajasthani",740,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Orange,Good,248,India
6305599,Dunkin' Donuts,209,Bangalore,"Address 5598, Bangalore","Locality 48, Bangalore","Locality 48, Bangalore, India",70.929067,27.705036,"Thai, Gujarati",2185,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,White,Poor,294,India
6305600,Bengali Sweet House,99,Chennai,"Address 5599, Chennai","Locality 49, Chennai","Locality 49, Chennai, India",66.491264,34.017724,"Chinese, Thai, Beverages",2745,Indian Rupees(Rs.),Yes,No,No,No,3,2.0,White,Poor,554,India
6305601,Domino's Pizza,211,New Delhi,"Address 5600, New Delhi","Locality 0, New Delhi","Locality 0, New Delhi, India",76.978012,29.021487,"Mediterranean, Italian",1363,Indian Rupees(Rs.),No,No,No,No,1,3.4,Red,Average,173,India
6305602,Natural Ice Cream,192,Ghaziabad,"Address 5601, Ghaziabad","Locality 1, Ghaziabad","Locality 1, Ghaziabad, India",61.69291,8.85022,"Chinese, Gujarati",351,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Orange,Good,30,India
6305603,Chili's,44,New Delhi,"Address 5602, New Delhi","Locality 2, New Delhi","Locality 2, New Delhi, India",77.555611,28.459954,"Mexican, Bakery, Chinese",2832,Indian Rupees(Rs.),No,No,No,No,2,2.6,Red,Average,987,India
6305604,Amul,29,Kolkata,"Address 5603, Kolkata","Locality 3, Kolkata","Locality 3, Kolkata, India",87.457159,12.572195,North Indian,1699,Indian Rupees(Rs.),No,No,No,No,4,2.6,Red,Average,163,India
6305605,Costa Coffee,59,Kolkata,"Address 5604, Kolkata","Locality 4, Kolkata","Locality 4, Kolkata, India",88.552655,20.357884,American,2892,Indian Rupees(Rs.),No,Yes,No,No,1,4.8,Dark Green,Excellent,28,India
6305606,Gloria Jean's,71,Pune,"Address 5605, Pune","Locality 5, Pune","Locality 5, Pune, India",64.728226,18.628795,"Gujarati, French",2462,Indian Rupees(Rs.),No,Yes,No,No,4,3.1,Red,Average,425,India
6305607,Giani's,92,Noida,"Address 5606, Noida","Locality 6, Noida","Locality 6, Noida, India",89.063309,13.777795,"Bengali, Rajasthani, Mexican",538,Indian Rupees(Rs.),No,Yes,No,No,3,4.9,Dark Green,Excellent,362,India
6305608,Sagar Ratna,9,New Delhi,"Address 5607, New Delhi","Locality 7, New Delhi","Locality 7, New Delhi, India",76.762271,29.006761,"Mexican, Japanese, Street Food",1334,Indian Rupees(Rs.),No,Yes,No,No,2,4.5,Dark Green,Excellent,173,India
6305609,Gulati,127,Pune,"Address 5608, Pune","Locality 8, Pune","Locality 8, Pune, India",72.670032,29.718808,"Bakery, Desserts, Bengali",2594,Indian Rupees(Rs.),No,No,No,Yes,2,3.6,Orange,Good,304,India
6305610,Amul,134,Kolkata,"Address 5609, Kolkata","Locality 9, Kolkata","Locality 9, Kolkata, India",73.106799,13.009169,"Gujarati, Mexican",2502,Indian Rupees(Rs.),Yes,No,No,No,1,1.0,White,Poor,823,India
6305611,Sagar Ratna,157,Jaipur,"Address 5610, Jaipur","Locality 10, Jaipur","Locality 10, Jaipur, India",81.144502,19.309078,Bengali,2502,Indian Rupees(Rs.),No,No,No,No,1,2.2,White,Poor,904,India
6305612,Nathu's Sweets,186,Mumbai,"Address 5611, Mumbai","Locality 11, Mumbai","Locality 11, Mumbai, India",73.125249,19.515703,Japanese,1097,Indian Rupees(Rs.),No,No,Yes,No,4,2.7,Red,Average,666,India
6305613,Cafe Coffee Day,145,Chennai,"Address 5612, Chennai","Locality 12, Chennai","Locality 12, Chennai, India",61.402977,34.689615,"Chinese, Bengali",1224,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.6,Orange,Good,875,India
6305614,Subway,144,Ghaziabad,"Address 5613, Ghaziabad","Locality 13, Ghaziabad","Locality 13, Ghaziabad, India",85.583271,16.819603,Chinese,900,Indian Rupees(Rs.),Yes,No,Yes,No,2,2.6,Red,Average,738,India
6305615,Varq,215,Kolkata,"Address 5614, Kolkata","Locality 14, Kolkata","Locality 14, Kolkata, India",83.65788,15.309768,"Thai, Gujarati, North Indian",2224,Indian Rupees(Rs.),No,Yes,No,No,3,4.3,Green,Very Good,637,India
6305616,Embassy Restaurant,131,Lucknow,"Address 5615, Lucknow","Locality 15, Lucknow","Locality 15, Lucknow, India",87.593787,9.561533,"Japanese, Mediterranean, Italian",2961,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Orange,Good,883,India
6305617,Mother Dairy,21,Ghaziabad,"Address 5616, Ghaziabad","Locality 16, Ghaziabad","Locality 16, Ghaziabad, India",60.506023,10.205265,"Rajasthani, Italian, Mediterranean",1111,Indian Rupees(Rs.),Yes,No,Yes,No,1,2.4,White,Poor,669,India
6305618,Mother Dairy,64,New Delhi,"Address 5617, New Delhi","Locality 17, New Delhi","Locality 17, New Delhi, India",77.35398,28.176361,"Desserts, Mexican",880,Indian Rupees(Rs.),No,Yes,Yes,No,3,4.1,Green,Very Good,823,India
6305619,Spice Route,90,Chennai,"Address 5618, Chennai","Locality 18, Chennai","Locality 18, Chennai, India",67.800338,18.547158,"Thai, French, Desserts",609,Indian Rupees(Rs.),No,Yes,Yes,Yes,2,2.2,White,Poor,706,India
6305620,Gloria Jean's,36,Faridabad,"Address 5619, Faridabad","Locality 19, Faridabad","Locality 19, Faridabad, India",70.410026,25.305948,Mediterranean,836,Indian Rupees(Rs.),No,No,Yes,No,3,1.3,White,Poor,326,India
6305621,Varq,214,Kolkata,"Address 5620, Kolkata","Locality 20, Kolkata","Locality 20, Kolkata, India",86.136826,22.538529,"Punjabi, Gujarati, Japanese",1808,Indian Rupees(Rs.),Yes,No,No,No,2,1.7,White,Poor,304,India
6305622,TGI Friday's,62,Faridabad,"Address 5621, Faridabad","Locality 21, Faridabad","Locality 21, Faridabad, India",66.099095,19.160642,"Thai, Street Food",687,Indian Rupees(Rs.),Yes,Yes,No,No,1,1.0,White,Poor,976,India
6305623,Mother Dairy,170,Mumbai,"Address 5622, Mumbai","Locality 22, Mumbai","Locality 22, Mumbai, India",72.56704,19.226088,Mughlai,1678,Indian Rupees(Rs.),No,Yes,No,No,4,4.3,Green,Very Good,775,India
6305624,Gulati,76,Pune,"Address 5623, Pune","Locality 23, Pune","Locality 23, Pune, India",76.740501,30.225423,"Gujarati, French",965,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Orange,Good,587,India
6305625,Bikaner Sweets,170,Ahmedabad,"Address 5624, Ahmedabad","Locality 24, Ahmedabad","Locality 24, Ahmedabad, India",76.451048,16.667719,Mughlai,2322,Indian Rupees(Rs.),No,No,No,No,2,3.3,Red,Average,123,India
6305626,Oh! Calcutta,189,Pune,"Address 5625, Pune","Locality 25, Pune","Locality 25, Pune, India",75.169241,27.301209,"Mediterranean, Mexican",685,Indian Rupees(Rs.),Yes,Yes,No,No,1,3.6,Orange,Good,80,India
6305627,Pind Balluchi,13,Ghaziabad,"Address 5626, Ghaziabad","Locality 26, Ghaziabad","Locality 26, Ghaziabad, India",83.71938,20.658017,Punjabi,1292,Indian Rupees(Rs.),No,No,No,Yes,2,3.6,Orange,Good,646,India
6305628,Le Cirque,11,Noida,"Address 5627, Noida","Locality 27, Noida","Locality 27, Noida, India",81.262321,23.641818,"Gujarati, Italian",643,Indian Rupees(Rs.),No,No,No,No,3,3.3,Red,Average,421,India
6305629,Indian Accent,54,Chennai,"Address 5628, Chennai","Locality 28, Chennai","Locality 28, Chennai, India",86.830004,32.118759,"American, North Indian",1635,Indian Rupees(Rs.),Yes,No,No,Yes,2,4.4,Green,Very Good,393,India
6305630,Paranthe Wali Gali,16,Bangalore,"Address 5629, Bangalore","Locality 29, Bangalore","Locality 29, Bangalore, India",87.692852,11.968288,"Thai, American",2774,Indian Rupees(Rs.),No,No,No,No,1,2.8,Red,Average,259,India
6305631,Hard Rock Cafe,8,Lucknow,"Address 5630, Lucknow","Locality 30, Lucknow","Locality 30, Lucknow, India",79.346283,10.482554,Bengali,2555,Indian Rupees(Rs.),Yes,No,Yes,No,1,4.2,Green,Very Good,437,India
6305632,Cafe Coffee Day,104,Lucknow,"Address 5631, Lucknow","Locality 31, Lucknow","Locality 31, Lucknow, India",76.253285,20.829594,"Mexican, Punjabi",1791,Indian Rupees(Rs.),No,Yes,No,No,4,4.1,Green,Very Good,605,India
6305633,Cafe Coffee Day,59,Kolkata,"Address 5632, Kolkata","Locality 32, Kolkata","Locality 32, Kolkata, India",60.164725,32.213548,"Gujarati, Fast Food, French",1654,Indian Rupees(Rs.),No,Yes,No,No,4,1.8,White,Poor,117,India
6305634,TGI Friday's,57,Kanpur,"Address 5633, Kanpur","Locality 33, Kanpur","Locality 33, Kanpur, India",60.817654,18.298267,"Rajasthani, North Indian",2018,Indian Rupees(Rs.),No,No,No,No,3,2.8,Red,Average,904,India
6305635,Mother Dairy,40,Faridabad,"Address 5634, Faridabad","Locality 34, Faridabad","Locality 34, Faridabad, India",81.052945,30.491744,"Desserts, Gujarati, Rajasthani",2135,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,168,India
6305636,Gulati,187,Ghaziabad,"Address 5635, Ghaziabad","Locality 35, Ghaziabad","Locality 35, Ghaziabad, India",88.354909,19.395391,"Thai, American",1384,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,529,India
6305637,Bengali Sweet House,130,Hyderabad,"Address 5636, Hyderabad","Locality 36, Hyderabad","Locality 36, Hyderabad, India",70.786233,12.897062,Street Food,1397,Indian Rupees(Rs.),Yes,No,No,Yes,1,1.1,White,Poor,382,India
6305638,Gloria Jean's,94,Pune,"Address 5637, Pune","Locality 37, Pune","Locality 37, Pune, India",87.952297,11.701148,"South Indian, French",1084,Indian Rupees(Rs.),Yes,No,Yes,Yes,3,1.9,White,Poor,742,India
6305639,Dilli Haat,204,Bangalore,"Address 5638, Bangalore","Locality 38, Bangalore","Locality 38, Bangalore, India",78.328879,30.288439,Punjabi,1969,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Red,Average,364,India
